host	path	ignored_entry	n_files	n_bytes
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/mipi_dsi/phase2/stage1/scaffold/__pycache__/	1	1200
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/modbus/phase2/stage1/scaffold/__pycache__/	1	1340
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/nfc/phase2/stage1/scaffold/__pycache__/	1	1355
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/nvme/phase2/stage1/scaffold/__pycache__/	1	1353
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/onewire/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/onfi/phase2/stage1/scaffold/__pycache__/	1	1249
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/pcie/phase2/stage1/scaffold/__pycache__/	1	1307
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/pcie_gen5/phase2/stage1/scaffold/__pycache__/	1	1331
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/rs485/phase2/stage1/scaffold/__pycache__/	1	1339
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/sata/phase2/stage1/scaffold/__pycache__/	1	1352
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/sdmmc/phase2/stage1/scaffold/__pycache__/	1	1242
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/soundwire/phase2/stage1/scaffold/__pycache__/	1	1331
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/spdif/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/spi/phase2/stage1/scaffold/__pycache__/	1	1306
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/swd/phase2/stage1/scaffold/__pycache__/	1	1281
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/tilelink/phase2/stage1/scaffold/__pycache__/	1	1308
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/tpm/phase2/stage1/scaffold/__pycache__/	1	1398
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/uart/phase2/stage1/scaffold/__pycache__/	1	1322
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ufs/phase2/stage1/scaffold/__pycache__/	1	1146
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/usb/phase2/stage1/scaffold/__pycache__/	1	1303
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/usb4/phase2/stage1/scaffold/__pycache__/	1	1308
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/wishbone/phase2/stage1/scaffold/__pycache__/	1	1315
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	tools/__pycache__/	2	27955
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	271642
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1067
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	130	3826739
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	3	31630
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/reports/	1	188
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	12039
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_fresh_v0124/score/src/__pycache__/	2	7655
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_fresh_v0125/score/src/__pycache__/	2	7655
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0122_mcp/score/src/__pycache__/	2	7651
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0123/score/src/__pycache__/	2	7643
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0124/score/src/__pycache__/	2	7643
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/cocotb_work/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/score/src/__pycache__/	2	7703
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0156/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7980
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0156/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0157/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7980
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0157/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0158/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7980
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0158/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0159/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7980
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0159/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0001/src/__pycache__/	2	7351
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0005/src/__pycache__/	2	8919
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0009/src/__pycache__/	2	12313
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0022/src/__pycache__/	2	12107
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0001/src/__pycache__/	2	4624
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0005/src/__pycache__/	2	5511
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0013/src/__pycache__/	2	6926
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0021/src/__pycache__/	2	5288
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0001/src/__pycache__/	2	3770
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0003/src/__pycache__/	2	4359
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0009/src/__pycache__/	2	4817
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0011/src/__pycache__/	2	5239
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0013/src/__pycache__/	2	5471
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0001/src/__pycache__/	2	3920
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0009/src/__pycache__/	2	4968
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0018/src/__pycache__/	2	4486
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0024/src/__pycache__/	2	2900
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/ctx_cvdp_copilot_scrambler_0018/src/__pycache__/	2	4484
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/ctx_cvdp_copilot_scrambler_0024/src/__pycache__/	2	2898
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/enh_cvdp_copilot_64b66b_encoder_0009/src/__pycache__/	2	12311
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/enh_cvdp_copilot_scrambler_0009/src/__pycache__/	2	4966
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/enh_cvdp_copilot_scrambler_0018/src/__pycache__/	2	4484
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/sanity_cvdp_copilot_hamming_code_tx_and_rx_0001/src/__pycache__/	2	3774
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ace_chi/phase2/stage1/scaffold/__pycache__/	1	1286
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ahb_apb/phase2/stage1/scaffold/__pycache__/	1	1347
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/arinc429/phase2/stage1/scaffold/__pycache__/	1	1304
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/arm_aix/phase2/stage1/scaffold/__pycache__/	1	1350
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ble/phase2/stage1/scaffold/__pycache__/	1	1318
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/can/phase2/stage1/scaffold/__pycache__/	1	1279
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/canfd/phase2/stage1/scaffold/__pycache__/	1	1296
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/cxl/phase2/stage1/scaffold/__pycache__/	1	1282
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/dali/phase2/stage1/scaffold/__pycache__/	1	1359
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ddr/phase2/stage1/scaffold/__pycache__/	1	1278
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ethercat/phase2/stage1/scaffold/__pycache__/	1	1308
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ethernet/phase2/stage1/scaffold/__pycache__/	1	1315
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/hbm3/phase2/stage1/scaffold/__pycache__/	1	1375
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/hdlc/phase2/stage1/scaffold/__pycache__/	1	1284
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/hdmi/phase2/stage1/scaffold/__pycache__/	1	1293
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/i2c/phase2/stage1/scaffold/__pycache__/	1	1299
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/i2s/phase2/stage1/scaffold/__pycache__/	1	1286
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/i3c/phase2/stage1/scaffold/__pycache__/	1	1288
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/jtag/phase2/stage1/scaffold/__pycache__/	1	1235
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/lin/phase2/stage1/scaffold/__pycache__/	1	1299
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/lpddr5/phase2/stage1/scaffold/__pycache__/	1	1298
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/milstd1553/phase2/stage1/scaffold/__pycache__/	1	1305
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/mipi/phase2/stage1/scaffold/__pycache__/	1	1214
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/mipi_dsi/phase2/stage1/scaffold/__pycache__/	1	1198
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/modbus/phase2/stage1/scaffold/__pycache__/	1	1338
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/nfc/phase2/stage1/scaffold/__pycache__/	1	1353
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/nvme/phase2/stage1/scaffold/__pycache__/	1	1351
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/onewire/phase2/stage1/scaffold/__pycache__/	1	1299
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/onfi/phase2/stage1/scaffold/__pycache__/	1	1247
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/pcie/phase2/stage1/scaffold/__pycache__/	1	1305
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/pcie_gen5/phase2/stage1/scaffold/__pycache__/	1	1329
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/rs485/phase2/stage1/scaffold/__pycache__/	1	1337
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/sata/phase2/stage1/scaffold/__pycache__/	1	1350
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/sdmmc/phase2/stage1/scaffold/__pycache__/	1	1240
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/soundwire/phase2/stage1/scaffold/__pycache__/	1	1329
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/spdif/phase2/stage1/scaffold/__pycache__/	1	1299
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/spi/phase2/stage1/scaffold/__pycache__/	1	1304
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/swd/phase2/stage1/scaffold/__pycache__/	1	1279
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/tilelink/phase2/stage1/scaffold/__pycache__/	1	1306
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/tpm/phase2/stage1/scaffold/__pycache__/	1	1396
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/uart/phase2/stage1/scaffold/__pycache__/	1	1320
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/ufs/phase2/stage1/scaffold/__pycache__/	1	1144
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/usb/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/usb4/phase2/stage1/scaffold/__pycache__/	1	1306
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/phase1_parity/wishbone/phase2/stage1/scaffold/__pycache__/	1	1313
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	tools/__pycache__/	2	27951
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	198076
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1065
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	24	1392325
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	3	31624
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_fresh_v0124/score/src/__pycache__/	2	7647
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_fresh_v0125/score/src/__pycache__/	2	7647
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0122_mcp/score/src/__pycache__/	2	7643
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0123/score/src/__pycache__/	2	7635
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0124/score/src/__pycache__/	2	7635
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/cocotb_work/__pycache__/	2	7699
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/score/src/__pycache__/	2	7695
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0156/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7968
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0156/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7699
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0157/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7968
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0157/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7699
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0158/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7968
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0158/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7699
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0159/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7968
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v0159/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7699
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0001/src/__pycache__/	2	7343
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0005/src/__pycache__/	2	8911
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0009/src/__pycache__/	2	12305
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0022/src/__pycache__/	2	12099
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0001/src/__pycache__/	2	4616
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0005/src/__pycache__/	2	5503
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0013/src/__pycache__/	2	6918
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0021/src/__pycache__/	2	5280
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0001/src/__pycache__/	2	3762
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0003/src/__pycache__/	2	4351
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0009/src/__pycache__/	2	4809
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0011/src/__pycache__/	2	5231
